Product Categorization Tier 1;Product Categorization Tier 2;Product Categorization Tier 3;Product Name;Manufacturer;Model Version
Infrastructure;Access;Access Control;;;
Infrastructure;Fuel;Fuel;;;
Infrastructure;HAVAC;Heating, Ventilation, Airconditioning;;;
Infrastructure;Power Supply;Power Supply;;;
Infrastructure;- None -;- None -;;;
VAS/NEMS;NEMS;NEMS_VOIP;1300 XMC;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_VOIP;1310 OMC-P;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;1342 QoSAC;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1350 OMS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1353 NM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;1353 UMTS OMC-R;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1354 BM-ETH;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1354 RM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;1357 ULIS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1359 IOO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;1360 COM;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1626 LM;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1640 FOX;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1640 WM/OADM;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1641 SM;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1642 EM;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1642 EM_Link;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1642 EMC;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1643 AMS;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1650 SMC;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1650 SMC_Link;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1651 SM;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1660 SM;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1660 SM_Link;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1661 SMC;Alcatel-Lucent;
Transmission;DWDM/OMSN;OMSN;1662 SMC;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1663 ADMu;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1664 SM;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1670 SM;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1675 LambdaUnite MSS;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1678 MCC;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1696 Metrospan;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 PSS-16/32/36;Alcatel-Lucent;1830 PSS-32
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 PSS-16/32/36;Alcatel-Lucent;1830 PSS-16
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 PSS-16/32/36;Alcatel-Lucent;1830 PSS-4
Transmission;DWDM/OMSN;OTN;1830 PSS-36/64;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 PSS-4/16/32/36;Alcatel-Lucent;1830 PSS-4
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 PSS-4/16/32/36;Alcatel-Lucent;1830 PSS-32
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 PSS-4/16/32/36;Alcatel-Lucent;1830 PSS-8
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1830 VWM;Alcatel-Lucent;
Transmission;SDH/PDH;SDH;1850 TSS-10;Alcatel-Lucent;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;1850 TSS-230;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5020 IWF;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5060 IBC-4;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5060 ICS;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5060 MGC-8;Alcatel-Lucent;
Multicore;Wireless Core;MSC/MSS;5060 WCS;Alcatel-Lucent;5060 WCS - UMTS
Multicore;Signaling;STP;5078 STP;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;5100 CMS;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_APPS;5115 SMSC-G;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;5375 CNP;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5410 PS;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5410 XDMS;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5420 CTS;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5420 PCM;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5420 SCG;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5430 MMIM;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5450 ISC;Alcatel-Lucent;ATCA
VAS/NEMS;NEMS;NEMS_FA;5520 AMS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5520 AMS External TL1 GW;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5523 AWS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5529 IDM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5529 OAD;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5529 SDC;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5530 NA-C;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5530 NA-F;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_FA;5620 NM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;5620 SAM;Alcatel-Lucent;5620 SAM Release 12.0 R3
Multicore;Packet Core;PCRF;5780 DSC;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5900 MRF;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;5900 PRBT;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_APPS;5900 SRP;Alcatel-Lucent;
RAN;(NR) 5G;Base Station;5G-BTS;Nokia;ASIA
Transmission;WTD/Microwave;Microwave;6391;Ericsson;
Transmission;WTD/Microwave;Microwave;6691;Ericsson;
Transmission;WTD/Microwave;Microwave;6692;Ericsson;
Transmission;WTD/Microwave;Microwave;6693;Ericsson;
FAIP;IP Core Backbone;Switch;7150 Series;Arista;
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-E
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-D
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-R6
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-T
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-R-E
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-K
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-Mxp
FAIP;IP Backhaul;Switch;7210 SAS;Alcatel-Lucent;7210 SAS-M
FAIP;IP Core Backbone;Core Router;7250 IXR;Nokia;
FAIP;Fixed Access;DSLAM;7300 ASAM;Alcatel-Lucent;
FAIP;Fixed Access;DSLAM;7302 ISAM;Alcatel-Lucent;7302 ISAM-XD
FAIP;Fixed Access;DSLAM;7302 ISAM;Alcatel-Lucent;7302 ISAM-FD
FAIP;Fixed Access;DSLAM;7302 ISAM;Alcatel-Lucent;7302 ISAM GPON
FAIP;Fixed Access;DSLAM;7302 ISAM;Alcatel-Lucent;7302 ISAM OLT
FAIP;Fixed Access;DSLAM;7302 ISAM;Alcatel-Lucent;7302 ISAM-XD DSL
FAIP;Fixed Access;DSLAM;7302 ISAM;Alcatel-Lucent;7302 ISAM-FD DSL
FAIP;Fixed Access;DSLAM;7330 ISAM;Alcatel-Lucent;7330 ISAM FTTN
FAIP;Fixed Access;DSLAM;7340 FTTU;Alcatel-Lucent;
FAIP;Fixed Access;DSLAM;7360 ISAM FX;Alcatel-Lucent;7360 ISAM FX-4 GPON
FAIP;Fixed Access;DSLAM;7360 ISAM FX;Alcatel-Lucent;7360 ISAM FX-8 GPON
FAIP;Fixed Access;DSLAM;7360 ISAM FX;Alcatel-Lucent;7360 ISAM FX-16 GPON
FAIP;Fixed Access;DSLAM;7360 ISAM FX;Alcatel-Lucent;7360 ISAM FX-12 GPON
FAIP;Fixed Access;DSLAM;7362 ISAM DF;Alcatel-Lucent;7362 ISAM DF-16GW
FAIP;Fixed Access;DSLAM;7362 ISAM DF-16GW;Alcatel-Lucent;
FAIP;Fixed Access;DSLAM;7367 ISAM SX/DX;Alcatel-Lucent;7367 ISAM SX DSL
FAIP;IP Core Backbone;Core Router;7450 ESS;Alcatel-Lucent;7450 ESS-1
FAIP;IP Core Backbone;Core Router;7450 ESS;Alcatel-Lucent;7450 ESS-7
FAIP;IP Core Backbone;Core Router;7450 ESS;Alcatel-Lucent;7450 ESS-12
Transmission;FR/ATM;ATM;7470 MSP;Nokia;
Multicore;Packet Core;GGSN;7500 GGSN;Alcatel-Lucent;
Multicore;Packet Core;SGSN;7500 SGSN;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;7510 MGW;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;7540 WMG;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;7549 MGW;Alcatel-Lucent;
Transmission;FR/ATM;ATM;7670 RSP;Nokia;
FAIP;IP Core Backbone;Core Router;7705 SAR;Alcatel-Lucent;7705 SAR-F
FAIP;IP Core Backbone;Core Router;7705 SAR;Alcatel-Lucent;7705 SAR-8
FAIP;IP Core Backbone;Core Router;7705 SAR;Alcatel-Lucent;7705 SAR-18
FAIP;IP Core Backbone;Core Router;7705 SAR;Alcatel-Lucent;7705 SAR-A
FAIP;IP Core Backbone;Core Router;7705 SAR;Alcatel-Lucent;7705 SAR-X
FAIP;IP Core Backbone;Core Router;7710 SR;Alcatel-Lucent;
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-7
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-12
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-1
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-c12
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-a8
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-a4
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-12e
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-3e
FAIP;IP Core Backbone;Core Router;7750 SR;Alcatel-Lucent;7750 SR-2e
VAS/NEMS;NEMS;NEMS_IP;7810 VX;Alcatel-Lucent;7810 VxTC
FAIP;IP Core Backbone;Core Router;7950 XRS;Alcatel-Lucent;7950 XRS-20
VAS/NEMS;VAS;VAS_TELCO;8610 ICC;Alcatel-Lucent;
Multicore;Converged Core;NGN/IMS/MGW;8615 IeCCF;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;8620 SurePay;Alcatel-Lucent;
Multicore;Converged Core;HSS, Services;8650 SDM;Alcatel-Lucent;8650 SDM HSS
Multicore;Converged Core;HSS, Services;8650 SDM;Alcatel-Lucent;8650 SDM HLR
Multicore;Converged Core;HSS, Services;8650 SDM Expert;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;8690 OSP;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;8915 GSEM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;8920 SQM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;8950 AAA;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;8950 Motive SAM;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;8965 C3S;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_APPS;8985 MP;Alcatel-Lucent;
RAN;GSM (2G);BTS;9100 BTS;Alcatel-Lucent;9110 mBTS
RAN;GSM (2G);BTS;9100 MBS;Alcatel-Lucent;MBO2
RAN;GSM (2G);BSC;9120 BSC;Alcatel-Lucent;
RAN;GSM (2G);Repeater, Transcoder;9125 TC;Alcatel-Lucent;
RAN;GSM (2G);BSC;9130 BSC;Alcatel-Lucent;ATERMUX
RAN;GSM (2G);MFS;9130 MFS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9153 OMC-R;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9159 NPO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9253 OMC-RAN;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9254 OMC-RAN Compact;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9290 MM;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);NodeB;9311 Macro NodeB;Alcatel-Lucent;9315 Street NodeB
RAN;WCDMA/UMTS (3G);NodeB;9312 Compact NodeB;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);NodeB;9313 Micro NodeB;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);NodeB;9326 d2U NodeB;Alcatel-Lucent;9326 digital 2U Node B-V2
RAN;WCDMA/UMTS (3G);NodeB;9326 d2U NodeB;Alcatel-Lucent;U2100
RAN;WCDMA/UMTS (3G);NodeB;9326 d2U/d4U;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);NodeB;9341 RRH;Alcatel-Lucent;
RAN;Small Cells;Femto, BSG, CPE, IPC;9352 WPS Small Cells;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9353 WMS;Alcatel-Lucent;
RAN;Small Cells;Femto, BSG, CPE, IPC;9353 WMS Small Cells;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9359 NPO;Alcatel-Lucent;
Multicore;Packet Core;LTE Packet Gateway;9365 BSR Gateway;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);RNC;9370 RNC;Alcatel-Lucent;9370 RNC 1500
RAN;WCDMA/UMTS (3G);NodeB;939x NodeB;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9400 AWY;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9400 AWY_Link;Alcatel-Lucent;
Multicore;Packet Core;SGSN;9471 WMM;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9500 MPR;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9500 MPR_Link;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9500 MPT;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9500 MSS;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9500 MXC;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9500 MXC_Link;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9600 LSY;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9600 LSY_Link;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;9600 USY;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9900 WNG;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);NodeB;9926 DBS-WCDMA;Alcatel-Lucent;
RAN;WCDMA/UMTS (3G);NodeB;9941 Smart Base Station;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9959 NPO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;9981 CMS;Alcatel-Lucent;
Multicore;Converged Core;HSS, Services;AAA;Nokia;
Multicore;Converged Core;NGN/IMS/MGW;Acme Packet Net-Net 4000;Acme Packet;Net-Net 4500
FAIP;IP Security;Firewall;Acme Packet Net-Net 9000;Acme Packet;Net-Net 9200
VAS/NEMS;NEMS;NEMS_IP;Acme Packet Net-Net EMS;Acme Packet;
Cloud;Infrastructure;Hardware;AirFrame;Nokia;
RAN;LTE (4G);eNodeB;AirScale;Nokia;
RAN;GSM (2G);BSC;AirScale BSC;Nokia;
RAN;WCDMA/UMTS (3G);RNC;AirScale RNC;Nokia;
Transmission;WTD/Microwave;Microwave;AMM 20P;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 20PB;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 2P;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 2PB;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 6P;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 6PB;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 6PC;Ericsson;
Transmission;WTD/Microwave;Microwave;AMM 6PD;Ericsson;
Transmission;WTD/Microwave;Microwave;Antenna;generic;
VAS/NEMS;VAS;VAS_TELCO;APIGW;generic;
Multicore;Wireless Core;HLR/VLR;APZ 212 40;Ericsson;
Multicore;Wireless Core;MSC/MSS;APZ 212 50;Ericsson;
Multicore;Wireless Core;HLR/VLR;APZ 212 60;Ericsson;
Multicore;Wireless Core;MSC/MSS;APZ 214;Ericsson;
Transmission;WTD/Microwave;Router;AR3260;Huawei;
FAIP;IP Security;DDOS;Arbor Peakflow;Arbor;
FAIP;IP Core Backbone;Switch;Aruba 2530;Hewlett Packard;
Multicore;Converged Core;NGN/IMS/MGW;ATCA-V2;Alcatel-Lucent;
Transmission;WTD/Microwave;Router;ATN910B;Huawei;
Transmission;WTD/Microwave;Router;ATN910C;Huawei;
Transmission;WTD/Microwave;Microwave;ATN910I;Huawei;
Transmission;WTD/Microwave;Microwave;ATN950C;Huawei;
Multicore;Converged Core;OCS;Avantel Equipment;Nokia;
FAIP;IP Core Backbone;Load Balancer, WAN Optimization, Terminal Server;AX 3000;A10 Networks;
FAIP;IP Core Backbone;Load Balancer, WAN Optimization, Terminal Server;AX 5200;A10 Networks;
RAN;Multi Techno;Repeater, Transcoder;Axell CSF;Axell Wireless;
VAS/NEMS;VAS;VAS_TELCO;Azure;generic;
Transmission;SDH/PDH;Multiplexer;BG-20;ECI Networks;
Transmission;SDH/PDH;Multiplexer;BG-30;ECI Networks;
Transmission;SDH/PDH;Multiplexer;BG-30E;ECI Networks;
Transmission;SDH/PDH;Multiplexer;BG-40;ECI Networks;
Transmission;SDH/PDH;Multiplexer;BG-64;ECI Networks;
VAS/NEMS;VAS;VAS_TELCO;BI Technology;generic;
FAIP;IP Security;IPSec;Blue Coat Director;Blue Coat Systems;
FAIP;IP Security;Proxy;Blue Coat ProxySG;Blue Coat Systems;SG9000-20
FAIP;IP Security;Proxy;Blue Coat ProxySG;Blue Coat Systems;ProxySG 9000
VAS/NEMS;NEMS;NEMS_VOIP;Broadsoft Traces Server;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks Application Server;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks EMS;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks Media Server;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks Network Server;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks Profile Server;BroadSoft;
Multicore;Converged Core;NGN/IMS/MGW;BroadWorks Web Server;BroadSoft;
RAN;GSM (2G);BSC;BSC3i;Nokia;
RAN;GSM (2G);BSC;BSC6900;Huawei;
RAN;WCDMA/UMTS (3G);NodeB;BSC6900-UMTS;Huawei;
RAN;WCDMA/UMTS (3G);RNC;BSC6910;Huawei;
RAN;GSM (2G);BSC;BSC-Ericsson;Ericsson;
RAN;GSM (2G);BSC;BSC-Huawei;Huawei;
RAN;GSM (2G);BSC;BSC-Nokia;Nokia;
RAN;GSM (2G);BSC;BSC-ZTE;ZTE;
RAN;LTE (4G);eNodeB;BTS3900 LTE;Huawei;
RAN;GSM (2G);BTS;BTS-Ericsson;Ericsson;
RAN;GSM (2G);BTS;BTS-Huawei;Huawei;
RAN;GSM (2G);BTS;BTS-Nokia;Nokia;
RAN;GSM (2G);BTS;BTS-ZTE;ZTE;
VAS/NEMS;VAS;VAS_TELCO;BulkSMS;generic;
VAS/NEMS;VAS;VAS_TELCO;BVS;generic;
VAS/NEMS;VAS;VAS_APPS;Bytemobile Unison;Bytemobile Unison;
FAIP;IP Core Backbone;Switch;Catalyst 2960-S Series;Cisco Systems Inc;
FAIP;IP Core Backbone;Switch;Catalyst 3560 Series;Cisco Systems Inc;
FAIP;IP Core Backbone;Switch;Catalyst 3750 Series;Cisco Systems Inc;
FAIP;Fixed Access;Switch;Catalyst 3850 Series;Cisco Systems Inc;
FAIP;IP Core Backbone;Switch;Catalyst 4500 Series;Cisco Systems Inc;
FAIP;IP Core Backbone;Switch;Catalyst 4900 Series;Cisco Systems Inc;
FAIP;IP Core Backbone;Switch;Catalyst 6500 Series;Cisco Systems Inc;
Cloud;Infrastructure;Hardware;CB;Dell;
Cloud;Application;Management;CBAM;Nokia;
Cloud;Infrastructure;Software;CBIS;Nokia;
Cloud;Management;Orchestrator;CBND;Nokia;
VAS/NEMS;VAS;VAS_IN;CBS-Huawei;Huawei;
OSS/BSS;OSS;NEMS_COR;CDP;ZEOP;
